time,Rel_L_HIP_pos,Rel_L_KNE_pos,Rel_L_HIP_vel,Rel_L_KNE_vel
0.0,0.03369439022122151,0.005644236495906319,-0.018802028570491472,-0.021521486313935193
0.00309,0.03363743162576837,0.005579981872987993,-0.0169376758091902,-0.017749979288207728
0.00618,0.03358177677387964,0.005518701698495298,-0.015077840875681345,-0.013973322623735516
0.00927,0.03352907231793151,0.005463813347253476,-0.013272373227947942,-0.010253260505372437
0.01236,0.03348071674415313,0.00541822657415914,-0.011573388958627612,-0.006657502731604551
0.01545,0.033437723800494146,0.005384117276627482,-0.010033915032114826,-0.0032600756109624155
0.01854,0.033400628653534555,0.005362771911928752,-0.008705968668081213,-0.0001405208237649942
0.02163,0.03336944512709788,0.005354514066565405,-0.007638079199661602,0.002618245252335151
0.02472,0.03334367569729851,0.005358715331760112,-0.006872350587047529,0.004933420426457937
0.02781,0.03332236967320469,0.0053738837632986095,-0.00644125064219331,0.00672697693499111
0.0309,0.03330422003029679,0.005397815901412664,-0.006364385587862019,0.007931147724458404
0.03399,0.03328768622440936,0.005427793366358143,-0.006645565610239725,0.008494262462390248
0.03708,0.03327112918453252,0.005460802781782868,-0.0072704817026020005,0.008386378128297145
0.04017,0.03325294542548679,0.005493758151785732,-0.008205293534679416,0.007604130084113609
0.04326,0.033231689435975695,0.00552370742555816,-0.009396373712092931,0.006174270903664414
0.04635,0.03320617660713237,0.005548009189221181,-0.01077137081923672,0.004155459789331883
0.04944,0.0331755623199014,0.0055644704816101885,-0.012241650292990791,0.0016380036819568177
0.05253,0.03313939579640821,0.005571441894031232,-0.01370605863382756,-0.0012585827673453366
0.05562,0.033097649489153017,0.005567870725123123,-0.015055843674257025,-0.0043901538756554856
0.05871,0.033050725927229,0.005553316512525189,-0.01618046214392759,-0.007594429479256558
0.0618,0.032999444130311195,0.005527935442441247,-0.016973924722551856,-0.01069904182110066
0.06489,0.03294500723858524,0.005492440867622045,-0.01734127505540937,-0.013530641599392492
0.06798,0.03288895231937878,0.0054480466059294115,-0.017204776972401983,-0.015924489481789608
0.07107,0.03283308283794962,0.005396398216481026,-0.016509394584716994,-0.017733920175849068
0.07416,0.032779384365281515,0.005339495559451972,-0.015227191327522668,-0.01883907077177049
0.07725,0.0327299249208013,0.005279608160600201,-0.013360342117530313,-0.019154310866347026
0.08034,0.03268674289656734,0.0052191836567512945,-0.010942541347682484,-0.018633893694135747
0.08343,0.032651727565699194,0.005160749164727719,-0.008038690895305671,-0.01727545803403412
0.08652,0.03262649935152296,0.005106805870408818,-0.004742858594122604,-0.015121141782947328
0.08961,0.03261229881867023,0.005059718367422369,-0.0011746008719827428,-0.01225621104993625
0.0927,0.032609894212437346,0.005021602021652928,0.0025261634323999922,-0.00880525472450239
0.09579,0.03261951688190549,0.004994213521726438,0.006205463139886493,-0.004926135483161574
0.09888,0.03264083185935641,0.004978851364996924,0.009702444864777423,-0.0008020166807305285
0.10197,0.03267294733801811,0.004976273909257939,0.012857041239896711,0.003368105895319945
0.10506,0.03271446225973687,0.004986642481576524,0.01551775774946119,0.007379853097177348
0.10815,0.03276354647715031,0.005009495749251177,0.017549200213734756,0.01103432084426902
0.11124,0.032818043940768746,0.005043759226743636,0.018838982918975587,0.014148750063655374
0.11433,0.03287558696413646,0.005087790745852769,0.019303688680784692,0.016566415939690594
0.11742,0.032933709407406295,0.005139459447377267,0.018893593782235634,0.018165181713021922
0.12051,0.03298994865687501,0.0051962529074899,0.017595920299347013,0.018864229885767955
0.1236,0.03304193008120769,0.0052554048591604225,0.015436434202770981,0.018628578451425598
0.12669,0.03308743229233695,0.005314034881273323,0.012479269079618554,0.01747110731771992
0.12978,0.03312443590981448,0.005369291420464869,0.008824922332451753,0.015451954856363562
0.13287,0.033151161598514556,0.00541849035566717,0.004606443574939956,0.012675289875590304
0.13596,0.033166104262794455,0.005459242633618521,-1.6086282308410943e-5,0.009283612826558086
0.13905,0.033168069301590906,0.005489565894012427,-0.004862602834728905,0.005449883744563496
0.14214,0.03315621414962414,0.005507976162513176,-0.009741363478506442,0.0013679051248524049
0.14523,0.03313009471283067,0.005513556485416155,-0.014458154575072931,-0.0027585023051024823
0.14832,0.033089712644275134,0.00550599985736031,-0.018825964959984808,-0.006726911401559511
0.15141,0.03303555648856727,0.005485624134349878,-0.02267462377409726,-0.010347621264049185
0.1545,0.032968628081088094,0.005453357068682857,-0.025859855511820223,-0.013454235563838849
0.15759,0.03289044545547464,0.005410690368035455,-0.02827118955135097,-0.015912844123073065
0.16068,0.03280301485709956,0.005359602899728967,-0.029838182241038954,-0.017629239199295058
0.16377,0.032708767059964644,0.0053024548479099634,-0.030534471647260662,-0.018553710150454573
0.16686,0.03261045670312956,0.005241856686096523,-0.030379289849318442,-0.01868310518446839
0.16995,0.03251102740669634,0.005180519060146709,-0.029436202671954192,-0.01806001856411396
0.17304,0.032413449579467804,0.005121091838995405,-0.02780902500462882,-0.016769145507644228
0.17613,0.032320541667590685,0.005066002407001381,-0.02563506005163089,-0.014931032997431967
0.17922,0.03223478869807089,0.005017304468164405,-0.023076017968516205,-0.012693629821115217
0.18231,0.03215817394871811,0.004976548965323645,-0.020307165806269976,-0.01022219055796689
0.1854,0.03209204008758239,0.004944688006625694,-0.01750542798715759,-0.007688204161344611
0.18849,0.0320369949306482,0.004922020853203281,-0.014837277062952679,-0.00525808871592281
0.19158,0.03199287397689033,0.004908188095588503,-0.012447313488399758,-0.0030824133863794614
0.19467,0.03195876720121444,0.004902216309658612,-0.010448420451799332,-0.0012863738247355953
0.19776,0.031933111550997026,0.0049026110510094695,-0.008914291388441416,3.7840146007259455e-5
0.20085,0.03191384376372969,0.004907491453491427,-0.00787496657363212,0.0008362801872324638
0.20394,0.03189860126266599,0.004914755458672451,-0.007315791230970694,0.0010957458643561515
0.20703,0.03188495287909972,0.004922261358286739,-0.0071799376036653685,0.0008434256563477178
0.21012,0.03187063688472044,0.00492800937043556,-0.007374339479423671,0.00014374242844152134
0.21321,0.03185378204153277,0.004930306743585042,-0.0077785952432759655,-0.0009073269147634819
0.2163,0.03183308853374336,0.004927901521444116,-0.008256131272361527,-0.0021900096447597214
0.21939,0.0318079497506973,0.004920073465177849,-0.008666706535716526,-0.003569982352589471
0.22248,0.031778502474370446,0.004906675301953025,-0.00887920279390071,-0.004908415028660328
0.22557,0.031745601183796546,0.004888122820368251,-0.008783597794445047,-0.006072081833554974
0.22866,0.03171072072951342,0.004865337626559287,-0.00830106847112814,-0.006942817347030375
0.23175,0.03167579930554948,0.0048396508972293065,-0.007391315747100009,-0.007425661391761691
0.23484,0.031643039413403865,0.004812679656900753,-0.006056431621254428,-0.007455146888153431
0.23793,0.03161468775580224,0.004786188652850991,-0.004340924199950096,-0.006999333814581637
0.24102,0.03159281562658373,0.004761950780170798,-0.002327852110633534,-0.006061365809784522
0.24411,0.03157911975516118,0.004741617473382797,-0.00013136687333286957,-0.004678510358029173
0.2472,0.031574760382045056,0.004726607983184442,0.002113710779687249,-0.002918824656651183
0.25029,0.031580249294878134,0.0047180235369184845,0.004264376868493537,-0.0008757538697192991
0.25338,0.03159539619642048,0.004716589537580109,0.006182886475915804,0.0013388949001489237
0.25647,0.03161931740267633,0.0047226265366499195,0.007749939499537298,0.0036030596858160923
0.25956,0.031650506531069086,0.0047360488630626375,0.008876396537936124,0.005793010930458098
0.26265,0.031686962450176756,0.004756388457307492,0.009512419746465961,0.007791804988971866
0.26574,0.031726365265011755,0.004782840490195611,0.009653142496830318,0.009497020108834488
0.26883,0.03176628662305256,0.00481432658077894,0.009340264741480605,0.010827260620015305
0.27192,0.03180441652272001,0.004849570785697803,0.00865932362379359,0.011727017218059403
0.27501,0.03183878570084259,0.004887183035208967,0.007732770979114844,0.01216959766501849
0.2781,0.0318679612942855,0.004925744436724556,0.006709367822006117,0.012157983453028548
0.28119,0.03189119445796002,0.004963888969067543,0.00575074747063905,0.011723614057030375
0.28428,0.031908502331243156,0.0050003766229579005,0.00501627316676126,0.01092324166689269
0.28737,0.03192067307468562,0.0050341539996335075,0.004647497916572963,0.009834126853905369
0.29046,0.031929191018352475,0.005064399663462545,0.004753606472943713,0.008547951857955484
0.29355,0.03193608817250615,0.005090552981853385,0.005399173766926303,0.0071639070226048995
0.29664,0.03194373706754749,0.005112326558948982,0.006595412475355333,0.005781453093946075
0.29973,0.0319546067231453,0.00512970346622817,0.008295816403868004,0.0044932752885422575
0.30282,0.03197100740288624,0.005142921142192181,0.01039675647839801,0.0033789238323889354
0.30591,0.031994850148119806,0.005152444032650236,0.01274318009486411,0.00249958161047728
0.309,0.03202744404182716,0.0051589268601039484,0.015139135065078713,0.001894316027003998
0.31209,0.032069348507237604,0.005163170041332657,0.017362421445507755,0.0015780642601461098
0.31518,0.032120290898498625,0.0051660684599653004,0.01918230272528246,0.0015414754380857535
0.31827,0.03217915250243444,0.005168554756444738,0.02037891358409054,0.0017525977847013654
0.32136,0.03224401994308076,0.005171538631842994,0.02076281046471165,0.002160262356994044
0.32445,0.0323122945325383,0.005175844353588951,0.020193041606464887,0.0026988870215675985
0.32754,0.032380849495504,0.005182149559648192,0.018592173855937467,0.0032943141949708685
0.33063,0.03244622391098432,0.005190929365460137,0.01595690341877043,0.003870212387179414
0.33372,0.03250484208397761,0.005202410445988418,0.012363185531586737,0.004354522226047503
0.33681,0.03255324724512601,0.0052165399843453215,0.007965223074163051,0.00468541789184658
0.3399,0.032588338481821584,0.00523297400508753,0.0029881274041690642,0.004816287588939059
0.34299,0.032607599396797596,0.00525108858352016,-0.002285429190832125,0.004719311470177735
0.34608,0.03260930622103164,0.00527001576512882,-0.007533750377460466,0.004387328429556309
0.34917,0.03259270225558921,0.005288703842673085,-0.01241857017870116,0.0038338269310263526
0.35226,0.032558124994548486,0.0053059990971925375,-0.01660978564673342,0.003091058784227321
0.35535,0.03250707254207165,0.005320743459029795,-0.0198105798624053,0.002206445082957928
0.35844,0.032442197401022756,0.005331880094621844,-0.02178094274610841,0.001237605280867051
0.36153,0.03236721870681938,0.005338557020563658,-0.022357651606521825,0.00024647808129170113
0.36462,0.03228674869347702,0.0053402178265303255,-0.021468989348305764,-0.0007068979719143624
0.36771,0.03220603559175269,0.005336668725810949,-0.01914284503668214,-0.0015703274277666193
0.3708,0.03213063298239776,0.005328112601594282,-0.01550733508137917,-0.002304516837059138
0.37389,0.03206601423344604,0.005315143482649387,-0.010783667668073642,-0.0028867120266159534
0.37698,0.03201715905264847,0.005298698802531567,-0.0052716026307025685,-0.0033125034619040706
0.38007,0.03198814611217472,0.005279971543639211,0.0006715180822302287,-0.003595564754811969
0.38316,0.031981789789244784,0.005260289450324164,0.006656631628088015,-0.00376529771535443
0.38625,0.03199935914816333,0.005240973280255427,0.012291718357829195,-0.0038625792318174304
0.38934,0.03204041269860698,0.0052231898322050805,0.01721118390921226,-0.003934018466686565
0.39243,0.03210277324232218,0.005207817549782026,0.021103465197980988,-0.004025314540102476
0.39552,0.032182654069865944,0.0051953423393224195,0.0237345601137285,-0.004174433987809787
0.39861,0.03227493235328048,0.0051857986569651265,0.02496547652198401,-0.004405386944454608
0.4017,0.032373549693464676,0.005178766101218939,0.02476207422281844,-0.004723360606913274
0.40479,0.03247200545504234,0.005173425236161489,0.023196396864595962,-0.00511186530859322
0.40788,0.032563897623021115,0.005168668961884842,0.020439307916004897,-0.005532368373711433
0.41097,0.032643459871151755,0.005163258363529493,0.016744993798724954,-0.005926648286916139
0.41406,0.032706043123674845,0.005156005549301566,0.012428611445926835,-0.0062218186269904436
0.41715,0.032748495150756673,0.005145961410840459,0.007838971409521472,-0.00633767533048087
0.42024,0.03276940195422095,0.005132584234618588,0.003328603215786727,-0.006195742823968541
0.42333,0.03276916855764638,0.005115866117313568,-0.0007761978067774404,-0.005729164921537304
0.42642,0.03274993262050699,0.005096398245730044,-0.00420272049133968,-0.0048924322597252755
0.42951,0.03271532026259432,0.005075362869520165,-0.006754176487042838,-0.0036698800975016608
0.4326,0.03267006800343566,0.005054448363620226,-0.008325053518441027,-0.0020819402048388724
0.43569,0.032619546561001946,0.005035693019083272,-0.008908126913795708,-0.00018828927955346538
0.43878,0.032569230640861736,0.005021271945871497,-0.008592520076618376,0.001912706449065211
0.44187,0.03252416340626787,0.005013248698722431,-0.007553013399653142,0.004088516101932637
0.44496,0.0324884649229278,0.005013318173457286,-0.006031597530641124,0.006180822134063128
0.44805,0.03246493048929269,0.0050225694522629954,-0.004312976846895264,0.008017241934220423
0.45114,0.032454757428854814,0.005041296338096072,-0.0026962856764911544,0.0094255185136169
0.45423,0.032457427856817336,0.005068879310382419,-0.0014656301299822271,0.01024900675306453
0.45732,0.03247076075279221,0.005103755864324404,-0.0008621782483843283,0.010362081621187303
0.46041,0.03249113051554047,0.005143487310309081,-0.001060378837048872,0.009684017988431971
0.4635,0.03251383266073436,0.0051849200620089925,-0.0021505069309210667,0.008189951124631266
0.46659,0.03253356228538233,0.005224429382953482,-0.004129146254920299,0.005917722651846139
0.46968,0.032544959085302645,0.005258224667935559,-0.0068984809039502794,0.0029697351903967793
0.47277,0.03254316540917175,0.005282688619359315,-0.01027444892829176,-0.0004906457177297657
0.47586,0.03252434187689785,0.005294718829675094,-0.014002986716957768,-0.00424812774537688
0.47895,0.03248608875062843,0.005292039585497532,-0.01778284276113332,-0.008049457608219316
0.48204,0.032427730258653635,0.005273454062041132,-0.021292833384798565,-0.011621342898904286
0.48513,0.032350432629259136,0.005239012078576871,-0.024221008420776388,-0.014690963828901712
0.48822,0.0322571433488203,0.005190075674567517,-0.026293029359892927,-0.01700742794231375
0.49131,0.03215235732053607,0.005129273325438266,-0.027297151020770367,-0.01836238059030247
0.4944,0.03204173313292191,0.005060343021690612,-0.02710353071247495,-0.018608000584002107
0.49749,0.03193159758242408,0.004987874040993445,-0.025676133219961306,-0.017670785907543812
0.50058,0.03182838733330802,0.004916966357541865,-0.023076202620004607,-0.015559855790219977
0.50367,0.0317380821178102,0.004852834512796538,-0.019457064912916457,-0.012368936144533875
0.50676,0.031665683806382613,0.004800388666318774,-0.015050832485311331,-0.00827171729567232
0.50985,0.031614790244542314,0.0047638287822960495,-0.010148325485763141,-0.00351083004742476
0.51294,0.03158730269565249,0.004746287993297629,-0.00507413600968035,0.0016187712203275869
0.51603,0.031583292166529456,0.00474955789622454,-0.00015918177899469397,0.006790750229955471
0.51912,0.03160103420698707,0.004773921989855355,0.00428671107820295,0.011671013848668319
0.52221,0.03163720549355722,0.004818114130102347,0.007999706898086848,0.01594214566298725
0.5253,0.03168722018534854,0.004879407564479626,0.010782137071145611,0.019326700412713737
0.52839,0.031745671127738316,0.004953827887783821,0.012516239747048902,0.021607505489784105
0.53148,0.031806831695943796,0.005036471382534352,0.013170391057894748,0.02264336729293464
0.53457,0.031865169278604985,0.00512189995760873,0.012797488419031647,0.02237896631249467
0.53766,0.03191582151057267,0.005204576457324054,0.01152589551560724,0.02084821028461401
0.54075,0.031954991274685964,0.005279300397358148,0.009544051730735416,0.01817085598037331
0.54384,0.03198022560120729,0.00534160469726896,0.007080419826815316,0.014542759221967952
0.54693,0.031990555865533815,0.0053880787034981,0.00438084147209557,0.01022062175149851
0.55002,0.031986490786254373,0.00541659115393842,0.0016855555741700624,0.00550252939237956
0.55311,0.0319698682005729,0.005426397649535198,-0.0007919045561771356,0.0007058837512479091
0.5562,0.031943585047077755,0.005418129254961794,-0.00288197404006684,-0.003855503868718795
0.55929,0.03191123622752724,0.005393670523298593,-0.0044709593437916115,-0.007893372792766723
0.56238,0.03187670114169928,0.005355945141888072,-0.005506641596281022,-0.011164377082675656
0.56547,0.031843721070399976,0.005308634498168923,-0.00599729956343395,-0.013485467543082209
0.56856,0.03181551085944556,0.005255858231373047,-0.006004542081916712,-0.014744274333373084
0.57165,0.03179444442669933,0.005201846260556896,-0.005630954890030187,-0.014903910018928258
0.57474,0.031781845675112164,0.0051506293006809084,-0.005004066152294886,-0.014002078572573247
0.57783,0.03177790503343719,0.005105770229402824,-0.004258470771730181,-0.012144829380588888
0.58092,0.0317817280941391,0.005070152701527682,-0.003518095168858715,-0.009495699011042547
0.58401,0.03179150812953747,0.005045836953070436,-0.0028805208495768213,-0.006261305859205989
0.5871,0.031804800384434465,0.005033986493675671,-0.0024050267353315645,-0.0026746809787754973
0.59019,0.03181886474941469,0.005034863870675381,-0.0021055862050208983,0.0010222801223434537
0.59328,0.03183103622253189,0.005047889202012172,-0.0019495105587568056,0.004595876951393284
0.59637,0.031839080397041385,0.005071751804931998,-0.0018618229828486193,0.00783593388730052
0.59946,0.03184149421850028,0.005104562902082462,-0.0017348384258656048,0.010568378742423187
0.60255,0.031837719788832805,0.005144035883397318,-0.0014418766789024008,0.012664335374523652
0.60564,0.03182824979027355,0.00518767977829988,-0.0008536031063049622,0.014045321776522424
0.60873,0.031814615570973565,0.005232991400686971,0.00014478359441002437,0.014684479954428597
0.61182,0.0317992614850313,0.005277632161706791,0.0016373882522029797,0.014604078639041866
0.61491,0.031785320358013416,0.005319576973496751,0.003664251701587115,0.013869799324769809
0.618,0.03177631396566786,0.005357225120727453,0.006212269052022413,0.01258252096064912
0.62109,0.03177580857561042,0.005389466431420282,0.00921145216479766,0.010868446666874578
0.62418,0.03178705867822038,0.005415700301160613,0.012537056002511194,0.008868462715913109
0.62727,0.03181267208873282,0.005435809696055349,0.016017496890354928,0.006727588918948849
0.63036,0.03185432692417128,0.0054500966498086095,0.0194474051475935,0.004585280475587746
0.63345,0.03191256598460757,0.005459189434434901,0.02260463292477482,0.002567189576195858
0.63654,0.03198668732664249,0.005463934050063397,0.025269631687910535,0.0007788093512542802
0.63963,0.03207474187230756,0.005465283614371202,0.027245362317907054,-0.0006987767106840854
0.64272,0.03217364030215998,0.005464198489820132,0.028375828584663077,-0.0018110105342258372
0.64581,0.0322793627462543,0.005461567633305109,0.028561438542509223,-0.0025299822211684053
0.6489,0.03238725636874163,0.005458157973590405,0.027769686752633388,-0.0028528371761885048
0.65199,0.03249239827581369,0.005454594104217616,0.026040084798685324,-0.002798836933519883
0.65508,0.032589994728119215,0.0054513658653546565,0.023482805851633703,-0.0024054886663534597
0.65817,0.032675782951187754,0.005448857193628871,0.020271098683741856,-0.0017241599771922712
0.66126,0.032746399531355386,0.00544738662312865,0.016628110398449227,-0.0008155597212370716
0.66435,0.032799680082010355,0.005447248535678217,0.01280927894456399,0.00025459805126554956
0.66744,0.03283485904356956,0.005448744913188729,0.009081866275679494,0.0014195101375126039
0.67053,0.03285264629567011,0.005452199817599409,0.005703462066341832,0.0026146285622580525
0.67362,0.032855168383869655,0.005457952650678967,0.002901372431279451,0.003780361688616027
0.67671,0.03284577569678902,0.005466330708233009,0.0008547115509596865,0.004864127298592549
0.6798,0.03282873142973693,0.005477605812434389,-0.0003192523352519775,0.005821801525241623
0.68289,0.03280881181053992,0.005491943108301288,-0.0005733537795334426,0.006618636171993927
0.68598,0.03279085791093828,0.005509351875228935,6.724331916465184e-5,0.007229726857478647
0.68907,0.03277932572933862,0.005529648166377659,0.0015089225445633569,0.007640109258339673
0.69216,0.03277788198513312,0.005552437323565859,0.0035991125505185693,0.00784454576060107
0.69525,0.03278908790273121,0.005577121306752292,0.006140424742871883,0.007847045946094394
0.69834,0.03281420278620469,0.005602931922496001,0.008908056662302804,0.007660147034313607
0.70143,0.03285312482020942,0.005628987114200404,0.011668832597897102,0.007303968971534975
0.70452,0.03290447028282633,0.005654364111727746,0.014200159272765685,0.006805055837437198
0.70761,0.03296577644686522,0.00567818088677573,0.01630724551070799,0.006195021133432569
0.7107,0.03303379996007765,0.0056996762627308925,0.01783715858474649,0.00550902789851514
0.71379,0.03310487307208214,0.005718279217718301,0.01868863969579997,0.004784152487004612
0.71688,0.033175275725013234,0.0057336592834159785,0.018817038367348438,0.004057699312862761
0.71997,0.03324158253721364,0.005745752278110063,0.01823420475171689,0.0033655487754576693
