time,Rel_R_HIP_pos,Rel_R_KNE_pos,Rel_R_HIP_vel,Rel_R_KNE_vel
0.0,0.028568472181047713,0.0007180592843464442,0.3531920019291997,0.13189701205838547
0.0022271428571428572,0.0293581702709198,0.0010138986621584217,0.3323367034808317,0.11976678809684374
0.0044542857142857144,0.030147868360791887,0.0013097380399703987,0.3123666092986089,0.10807875162480993
0.006681428571428572,0.03093756645066397,0.001605577417782375,0.2938452856460845,0.09707398387118754
0.008908571428571429,0.03155392687661307,0.0018038577522550311,0.2772448975996638,0.0869524111168393
0.011135714285714285,0.03210735883031573,0.0019622756753649028,0.2629244865483047,0.07786556911737443
0.013362857142857143,0.03266079078401838,0.0021206935984747753,0.25111630464774104,0.0699123320921232
0.01559,0.03324025797843933,0.0022852015154702318,0.24192108754419317,0.06313782181143539
0.017817142857142858,0.03377603013174874,0.0024437919514519826,0.2353124841032265,0.05753555130634619
0.020044285714285716,0.03431026898111616,0.0026021922826766977,0.23115015196236044,0.05305267737000437
0.02227142857142857,0.03486206565584456,0.0027888080903462004,0.2292003254407237,0.04959803999072608
0.02449857142857143,0.035312268631798885,0.00283944240638188,0.22916202542725683,0.04705245954328692
0.026725714285714287,0.03576935645512171,0.002897864495004926,0.230696566044838,0.045280551154129385
0.02895285714285714,0.03622596226419721,0.002916834269251142,0.23345767479838536,0.044143115553042754
0.03118,0.03680933223451887,0.002929975390434265,0.23711943286918374,0.043509006015873423
0.03340714285714286,0.037426505599703105,0.003028795293399265,0.24139940287340042,0.04326529480348028
0.035634285714285716,0.038032056263514934,0.0031404698405947005,0.24607476571135503,0.04332461844800301
0.037861428571428574,0.0386566630431584,0.0034035462481634944,0.250990025015827,0.0436288068141645
0.04008857142857143,0.03924895470482963,0.0035804143122264323,0.25605580067419365,0.04414830324469445
0.04231571428571428,0.03989622497558594,0.0037168993779591146,0.26123931818576157,0.04487742595845908
0.04454285714285714,0.04052396774291993,0.0037740820646286017,0.26654826764413203,0.045826124397700466
0.04677,0.04115554322515215,0.003842163290296282,0.2720105981035784,0.04700944039055242
0.04899714285714286,0.04177514355523245,0.003925115261759077,0.277653382897339,0.04843628241345477
0.051224285714285715,0.04229760009901864,0.003977506586483547,0.2834840286873998,0.05009927666537652
0.05345142857142857,0.04271392631530762,0.0039911240339279164,0.2894767564768557,0.05196733179106138
0.05567857142857143,0.04314092312540326,0.003980221492903573,0.2955664864346879,0.05398216083860694
0.05790571428571428,0.04378263773236955,0.00410344510419028,0.30165112364301117,0.05605941227629973
0.06013285714285714,0.04466704354967388,0.004324459552764892,0.3076019505546409,0.05809437652508155
0.06236,0.045513922555106015,0.004576617871012006,0.31328059830125593,0.05997157368277408
0.06458714285714286,0.046351690258298606,0.004832765902791705,0.318560092019684,0.06157699640759346
0.06681428571428571,0.047036128384726386,0.004989512733050754,0.3233468854243329,0.06281144784349486
