time,Rel_R_HIP_pos,Rel_R_KNE_pos,Rel_R_HIP_vel,Rel_R_KNE_vel
0.0,0.0593449395844082,0.009422128935065542,-0.06794664204849077,0.015924069659839866
0.00309,0.05913857533426362,0.009473143243837134,-0.06482742031704467,0.013003413488914975
0.00618,0.05893162764343953,0.00951951803700991,-0.06136376758059717,0.010224614110807757
0.00927,0.05872828213234474,0.009558868501516077,-0.05732552705785001,0.007654164691596521
0.01236,0.058533004870475455,0.009589457656072374,-0.05253279356015231,0.005344529013694818
0.01545,0.05835040316807242,0.009610335650822527,-0.046874717653427274,0.0033310853013275785
0.01854,0.05818505115342199,0.009621395184308634,-0.040322620258042216,0.001630290388538989
0.02163,0.05804128454117617,0.009623337055365343,-0.032936154641825456,0.00023927640803930516
0.02472,0.05792297291061313,0.009617550953731863,-0.024861866474505688,-0.0008630030590393315
0.02781,0.057833282007506585,0.00960592692681422,-0.016324179598283816,-0.0017130808402416617
0.0309,0.057774442555371085,0.00959062105692469,-0.007609512573829913,-0.00235888010435381
0.03399,0.05774754517659637,0.00957380365072893,0.0009551534491451957,-0.00285450164568807
0.03708,0.0577523826437463,0.009557419200925633,0.009027437539346261,-0.003254318262370475
0.04017,0.057787360284522145,0.009542984733234817,0.016276300041153876,-0.003606910301196422
0.04326,0.05784949260811057,0.009531447659315868,0.022408068006213904,-0.003949443537500482
0.04635,0.05793449895576365,0.009523116952245008,0.027189515102977874,-0.004303100227553129
0.04944,0.05803700326716168,0.009517673346267347,0.03046602943010581,-0.004670117601178326
0.05253,0.05815083325296778,0.009514256110355406,0.03217334129239225,-0.005032863763515435
0.05562,0.058269403150745865,0.00951161628620002,0.0323418570751733,-0.005355195859648848
0.05871,0.058386153090517576,0.009508319517808955,0.031093302680954067,-0.005586114742887935
0.0618,0.058495008584111774,0.009502976140695703,0.028630060677321614,-0.005665476855059143
0.06489,0.05859081755110343,0.009494472520883474,0.02521822714116533,-0.00553127519760495
0.06798,0.058669721038014266,0.009482176245094906,0.021165958337697622,-0.0051277867557316505
0.07107,0.058729418081317986,0.009466089095260874,0.01679907387024563,-0.004413731584691794
0.07416,0.05876929478079645,0.009446926024676455,0.012436095433925837,-0.0033695218588988126
0.07725,0.05879040146674619,0.009426105515393668,0.008364909666943617,-0.0020027120209548505
0.08034,0.05879527808396433,0.009405646284506953,0.0048230498946053935,-0.00035089748273060947
0.08343,0.05878764447957387,0.009387976463169561,0.001983214279341364,0.0015184591170055036
0.08652,0.058771987099284204,0.009375672864467088,-5.488580767492543e-5,0.003511488336334187
0.08961,0.05875308490760847,0.009371158286678302,-0.0012658721175347097,0.005514523499439611
0.0927,0.05873552389058898,0.009376392397003476,-0.0016934186389793377,0.007403362469914971
0.09579,0.058723250599574534,0.009392595226329322,-0.0014391452384699495,0.00905435823140101
0.09888,0.05871921077451053,0.0094200407625679,-0.0006470208864603343,0.010356260552840049
0.10197,0.058725109636070326,0.009457951335431505,0.0005149971125963353,0.011221581917890149
0.10506,0.058741316964524254,0.009504512026035533,0.0018741492441150937,0.011596239855386591
0.10815,0.058766924033034386,0.009557009581957262,0.0032709324220205754,0.011466344192734531
0.11124,0.05879994259074311,0.009612084254847173,0.004574260820249138,0.01086124573802515
0.11433,0.058837620288403475,0.00966606789740046,0.005692316430704645,0.00985232140541426
0.11742,0.05887683401510751,0.009715369787775928,0.006578170885674634,0.008547405244586135
0.12051,0.058914514071194364,0.00975686476830471,0.007229837356078653,0.007081240489600866
0.1236,0.05894804894668326,0.009788237395139182,0.007685010879739503,0.0056027744072966535
0.12669,0.058975623093189315,0.009808240946628547,0.008011314595894164,0.004260495209465471
0.12978,0.05899644818873021,0.00981684043835283,0.00829333028074025,0.003187274078761487
0.13287,0.05901086108040021,0.00981522261991107,0.008618007475843325,0.002486291813828162
0.13596,0.059020277396106616,0.009805671292618967,0.009060185384199797,0.002219580124375613
0.13905,0.05902700691652928,0.009791321227841293,0.009669913551236132,0.002400491213302835
0.14214,0.05903395319583215,0.009775816862409843,0.010463029174226295,0.0029910432738881943
0.14523,0.05904423367683034,0.009762911669894929,0.011416067688850296,0.0039046081593440145
0.14832,0.05906076601576217,0.009756050010722639,0.01246609192040769,0.00501385869226161
0.15141,0.05908587036589389,0.009757975103020412,0.013515477485042893,0.006163333642529793
0.1545,0.05912093547941876,0.009770404572897712,0.01444114735525158,0.00718546795351105
0.15759,0.059166188921325094,0.009793809093377332,0.015107264383573621,0.007918530427009853
0.16068,0.0592205994011085,0.009827320334810003,0.015380017510828257,0.008224657143726099
0.16377,0.059281923737955065,0.009868782424628646,0.01514291309711594,0.00800609775620756
0.16686,0.05934689414608456,0.009914947139290862,0.01431092856856132,0.007217916060166616
0.16995,0.05941152531997727,0.00996179814339578,0.012842004243005222,0.005875698007664718
0.17304,0.059471507051164114,0.010004975031015512,0.010744625371928478,0.004057291521110965
0.17613,0.059522638361416656,0.010040255247635478,0.008080648501570567,0.0018981875123538893
0.17922,0.059561254506815965,0.010064042861579687,0.004963010183088281,-0.0004192081750273972
0.18231,0.05958459926585972,0.010073809206467188,0.0015484704195255943,-0.002681532143944765
0.1854,0.05959110160140687,0.010068432794421057,-0.0019739651391918137,-0.004664216247514439
0.18849,0.059580527311449104,0.010048394982185531,-0.005397880589624943,-0.006153182392796228
0.19158,0.05955399122815465,0.010015803019241721,-0.008516171680697732,-0.006966386450232678
0.19467,0.059513831960092946,0.009974231642328944,-0.011138115406755796,-0.006973086182789302
0.19776,0.05946336694427058,0.009928395813139425,-0.013105232614446133,-0.0061088891105603
0.20085,0.0594065586367689,0.009883687628670201,-0.01430452145374166,-0.004385014250981669
0.20394,0.059347631415358475,0.00984562706651961,-0.014677902134908228,-0.001890740051764596
0.20703,0.05929068227379304,0.009819286833382101,-0.014227075936908359,0.0012113438069088363
0.21012,0.059239326532915734,0.009808754852286961,-0.013013425180207218,0.004696975195852463
0.21321,0.05919641320136264,0.009816693593313181,-0.011153023479291486,0.008297781780975967
0.2163,0.059163834471359214,0.00984404425113254,-0.008807245234560135,0.01172323022020041
0.21939,0.059142441630679006,0.00988990721526335,-0.00616982302236644,0.014685004783982538
0.22248,0.05913206699983095,0.009951610420736157,-0.00345147244494178,0.016921625879512365
0.22557,0.05913163988117381,0.010024956365607634,-0.0008633675996274464,0.018221097141771087
0.22866,0.059139375253642594,0.01010461926360227,0.0013992006189581824,0.018439557831445887
0.23175,0.059153008055755886,0.010184648202499605,0.0031717129637120925,0.01751429395249243
0.23484,0.059170043891685904,0.010259022066288979,0.004332746061251736,0.015469987073966896
0.23793,0.059187998810437494,0.010322198383061152,0.004812858164369003,0.012417700711473663
0.24102,0.05920460580873299,0.010369601324516572,0.0045994512697818506,0.008546758628895113
0.24411,0.05921797283196624,0.0103980030717418,0.0037373394383297797,0.004110294345945195
0.2472,0.05922668506395751,0.010405766233270077,0.002325068590185774,-0.0005942118190997557
0.25029,0.059229852051647776,0.010392931079538868,0.0005073265766376388,-0.005247690341670296
0.25338,0.05922710676721519,0.010361148031306248,-0.0015359638455347414,-0.009533583558706702
0.25647,0.05921856836498283,0.010313471225726201,-0.003603074967783977,-0.013161288834768409
0.25956,0.05920478265661932,0.010254041532274735,-0.005485490957494986,-0.015887071899694342
0.26265,0.05918665396573406,0.010187696020783997,-0.006983496034954439,-0.017530866961676782
0.26574,0.05916537914840557,0.010119545054234654,-0.007921300484093795,-0.01798779303042291
0.26883,0.05914238976169482,0.010054557887612664,-0.008160710903560072,-0.017233708306645543
0.27192,0.059119302670868186,0.009997193367962287,-0.007612443712253267,-0.015324646914703281
0.27501,0.0590978741291924,0.00995110486128387,-0.006244320051284633,-0.012390485449943126
0.2781,0.05907994882226375,0.009918938891217479,-0.004085759149321305,-0.008623626801913307
0.28119,0.05906739444347112,0.00990223625132695,-0.0012281986881687188,-0.004263830774675534
0.28428,0.05906201434536734,0.009901433631409872,0.0021786933153719267,0.00041945754760457435
0.28737,0.05906543530267629,0.009915954109848338,0.005934899330114678,0.005145839321511479
0.29046,0.05907897347302329,0.009944367139544904,0.009801654299145457,0.009642345801464914
0.29355,0.05910348798390887,0.009984593649928522,0.013516149592232535,0.013660212682169855
0.29664,0.05913923693209185,0.010034130077061531,0.01680849434218266,0.016989015358752208
0.29973,0.05918575393808847,0.010090266607313438,0.019419901802911567,0.01946742452952004
0.30282,0.05924176416160937,0.0101502793172934,0.021120933579868363,0.020990155464853732
0.30591,0.05930515671738169,0.010211582419698419,0.02172856694742163,0.0215109928372509
0.309,0.05937302598579075,0.010271834365012538,0.021120861316486005,0.021042050557699303
0.31209,0.05944178791474501,0.010328998862129332,0.01924809615349224,0.01964965358140341
0.31518,0.05950736975492604,0.01038136784647863,0.01613943533916015,0.017447394952943878
0.31827,0.05956546355554517,0.010427557262938566,0.011904436305969664,0.014587023223910815
0.32136,0.05961182601946851,0.010466487932543652,0.006729053268231219,0.011247856670606042
0.32445,0.059642600835124945,0.010497362892717068,0.0008661624831216615,0.007625410860204862
0.32754,0.05965463518540864,0.01051964994747118,-0.005378962079332637,0.003919877902429317
0.33063,0.05964576047014568,0.010533074428032488,-0.011667401928404045,0.0003250232245012508
0.33372,0.05961500881535105,0.010537623067312379,-0.017648402725246346,-0.0029820179438710256
0.33681,0.059562741764217976,0.010533556080662842,-0.022982782689357276,-0.005849646474693099
0.3399,0.059490675290997254,0.010521421538596986,-0.027366299662380328,-0.008159087876614762
0.34299,0.0594017951368505,0.010502064282291309,-0.03055126772639213,-0.00982981308378093
0.34608,0.05930016726137666,0.010476621179791246,-0.03236477516881433,-0.010822903011291499
0.34917,0.059190658576276374,0.010446495499878052,-0.03272204689125304,-0.011142227054705137
0.35226,0.059078591769775646,0.010413305481551699,-0.03163380681892676,-0.010833367085371155
0.35535,0.0589693639177624,0.010378805535149955,-0.029206909807361667,-0.009980288618433784
0.35844,0.05886806114468842,0.010344782519900191,-0.025637999133559953,-0.008699844304026722
0.36153,0.05877910080037667,0.010312933680782826,-0.021200469009313935,-0.007134293558332572
0.36462,0.05870592887407324,0.010284736503766856,-0.01622553147024666,-0.005442134218621477
0.36771,0.058650794400843156,0.010261323371811218,-0.011078662161411214,-0.0037876618273064585
0.3708,0.058614615293881615,0.010243374979433765,-0.006133090870812058,-0.002329790112377929
0.37389,0.058596942229073426,0.010231045700160275,-0.0017422765249296725,-0.0012107702392740087
0.37698,0.05859601969982798,0.010223931501766308,0.0017865625648426525,-0.0005455228495627852
